"","category","longitude","latitude"
"812","art",-0.18951,5.65075
"813","art",5.290363536,51.700614055
"814","art",-51.181526184,-30.034064866
"815","art",-71.534995904,-16.38254779
"816","art",-117.024235792,32.526700967
"817","art",-49.276342392,-25.428954516
"818","art",14.4253,50.08141
"819","art",-49.2075,-21.829722222
"820","art",5.290363536,51.700614055
"821","art",-46.3333,-23.5333
"822","art",14.921150208,53.351575983
"823","art",4.48810757,51.88318905
"824","art",-1.109894176,46.965313305
"825","art",8.93416667,44.40722222
"826","art",-46.664160682,-23.527165949
"827","art",-90.744967461,14.551164822
"828","art",-1.877242664,48.042200054
"829","art",5.144254785,52.333430353
"830","art",18.39408,47.58805
"831","art",-68.059351435,-38.937742448
"832","art",12.4848323,41.9090777
"833","art",12.4848323,41.9090777
"834","art",18.39408,47.58805
"835","art",18.39408,47.58805
"836","art",-1.155425939,46.155412223
"837","art",11.1455,46.04866
"838","art",9.05,48.5333
"839","art",15.15764767,37.602968902
"840","art",-43.1768723,-22.953598
"841","art",5.3298,51.3798
"842","art",-70.631543398,-33.449472221
"843","art",-101.150951385,19.689122119
"844","art",-76.97623,-12.09834
"845","art",-43.491862642,-19.579075731
"846","art",-68.0667,-38.95
"847","art",20.67517519,52.436718556
"848","art",17.79716096,40.694341883
"849","art",9.2255,45.52846
"850","art",7.67759,45.0811
"851","art",-43.366084092,-22.999130538
"852","art",-70.63159,-33.44901
"853","art",-101.150951385,19.689122119
"854","art",-51.182507106,-29.910232808
"855","art",3.154069221,36.733356699
"856","art",10.3833,43.7167
"857","art",-47.557668686,-15.396259339
"858","education",-73.79146,42.72859
"859","education",-82.64622,27.75452
"860","education",85.316621508,27.711184958
"861","education",-122.2662524,37.812477
"862","education",74.323486266,31.560393706
"863","education",-104.87827,39.75253
"864","education",-96.785149,32.83744
"865","education",100.53416,13.74502
"866","education",-0.1186098,51.5196576
"867","education",-1.496946886,12.304810292
"868","education",-71.96267,41.46584
"869","education",116.233,6.18333
"870","education",153.031260701,-27.451211067
"871","education",-97.63029,30.52754
"872","education",79.864500761,6.86139021
"873","education",96.14295939,16.793297244
"874","education",-79.39863,43.6684399
"875","education",74.3436,31.5497
"876","education",85.325274721,23.359441242
"877","education",77.16048,28.66546
"878","education",96.156141758,16.776469238
"879","education",85.1261535,25.6007632
"880","education",144.899114401,-37.793081595
"881","education",-114.06718,51.04124
"882","education",-3.00323,51.14741
"883","education",44.514649753,40.176819055
"884","education",14.309483554,45.337442996
"885","education",-77.471073468,37.620879461
"886","education",77.216666667,28.666666667
"887","education",96.131680012,16.820018357
"888","education",67.01,24.86
"889","education",96.105823517,21.981473393
"890","education",28.042967319,-26.1453258
"891","education",21.1652596,42.661750409
"892","education",100.28039217,5.329101733
"893","education",90.39426899,23.750014186
"894","education",-113.61409,53.54843
"895","education",17.9167,59.35
"896","education",11.09419,49.430119
"897","education",57.49738056,-20.233427798
"898","education",144.964851923,-37.809940368
"899","education",-87.8816729,42.1015507
"900","education",-104.984,39.7392
"901","education",-97.959762534,29.600600897
"902","education",-111.78353484,43.818508164
"903","education",89.15689,24.89537
"904","education",153.023365143,-27.468180774
"905","education",101.660034657,2.940319377
"906","education",-97.064062217,32.954571699
"907","education",-71.12672,42.41556
"908","education",75.588779047,31.314737634
"909","education",74.862336516,31.649988504
"910","education",-73.77777936,42.654229328
"911","education",-83.060991302,42.358987906
"912","education",31.2007559,30.039679397
"913","education",73.51515007,4.170671518
"914","education",121.07835465,14.64126065
"915","education",73.172550201,33.701207171
"916","education",30.510277748,50.450604695
"917","education",67.075737299,24.901962784
"918","education",21.165940802,42.65419187
"919","education",101.660034657,2.940319377
"920","education",77.2089,28.6139
"921","education",6.9313504,48.6880242
"922","education",-81.23691838,33.980236852
"923","education",-84.0339,39.7203
"924","education",69.25,41.3167
"925","education",31.2007559,30.039679397
"926","education",90.4169617,23.7957191
"927","education",90.4169617,23.7957191
"928","education",-89.240091662,30.317601828
"929","education",74.1833,32.15
"930","education",31.315433979,30.009373614
"931","education",-69.781659,44.30624
"932","education",-76.557098192,42.397883566
"933","education",-122.332525597,47.591465582
"934","education",-122.332525597,47.591465582
"935","education",-117.22564,32.87093
"936","education",21.0452508,52.16174858
"937","education",-76.60611,42.54278
"938","education",-91.49902,44.8131
"939","education",100.55382,13.74145
"940","education",68.337607522,25.380208961
"941","education",55.364742279,25.313731223
"942","education",-46.648695614,-23.587977216
"943","education",-0.2173743,51.5528139
"944","education",31.446051642,30.012179375
"945","education",73.5371,22.4859
"946","education",174.762352929,-36.849095444
"947","education",-86.385003849,35.855422005
"948","education",79.846666938,6.922605353
"949","education",-79.07524,43.09261
"950","education",-87.802162773,41.676964064
"951","education",75.588779047,31.314737634
"952","education",96.15622222,16.78555556
"953","education",-86.368152488,37.000698741
"954","education",10.75772,43.67111
"955","education",28.796722246,40.991562281
"956","education",31.315433979,30.009373614
"957","education",90.4169617,23.7957191
"958","education",14.50958,46.05679
"959","education",153.376412393,-28.004505195
"960","education",105.848325491,21.024254406
"961","education",-76.67401,40.26441
"962","education",31.238765717,30.042591116
"963","education",85.321619642,27.704820891
"964","education",106.70365,10.77567
"965","education",77.5701,12.94656
"966","education",-73.99914,40.72539
"967","education",28.0585,-26.20098
"968","education",31.315433979,30.009373614
"969","education",-4.29974,55.86455
"970","education",90.4169617,23.7957191
"971","education",90.375,23.7
"972","education",-1.736590862,48.05639798
"973","education",90.4169617,23.7957191
"974","education",32.537727356,0.132865787
"975","education",-72.917243,40.827587
"976","education",75.88938,22.70797
"977","education",106.696321964,10.801712508
"978","education",-8.651776314,52.138308451
"979","education",29.91253,31.2105
"980","education",-89.78163,30.27622
"981","education",6.14007,46.19483
"982","education",90.386710167,23.750988629
"983","education",-84.479745022,42.706764622
"984","education",-96.71398,32.9765
"985","education",-72.917243,40.827587
"986","education",139.728257399,35.58646934
"987","education",-81.4207913,28.3286675
"988","education",-72.917243,40.827587
"989","education",-75.1981587,40.3436075
"990","education",90.385658741,23.747718477
"991","education",10.75772,43.67111
"992","education",31.238765717,30.042591116
"993","education",4.61667,50.6833
"994","education",31.238765717,30.042591116
"995","education",23.7138634,37.9540901
